,Province_State,Country_Region,Confirmed,Deaths,Recovered,Active,Latitude,Longitude,FIPS,Admin2
16106,Missouri,US,0.0,0.0,0.0,0.0,40.42212303,-93.5682959,29129.0,Mercer
16107,New Jersey,US,50.0,0.0,0.0,0.0,40.28047017,-74.70479631,34021.0,Mercer
16108,North Dakota,US,0.0,0.0,0.0,0.0,47.31213126,-101.8318399,38057.0,Mercer
16109,Ohio,US,0.0,0.0,0.0,0.0,40.54043046,-84.62912742,39107.0,Mercer
16110,Pennsylvania,US,1.0,0.0,0.0,0.0,41.30248872,-80.25816981,42085.0,Mercer
16111,West Virginia,US,2.0,0.0,0.0,0.0,37.40481169,-81.11023142,54055.0,Mercer
16112,Georgia,US,0.0,0.0,0.0,0.0,33.04163534,-84.68859732,13199.0,Meriwether
16113,Nebraska,US,0.0,0.0,0.0,0.0,41.16624273,-98.0374887,31121.0,Merrick
16114,New Hampshire,US,4.0,0.0,0.0,0.0,43.29662971,-71.6811573,33013.0,Merrimack
16115,Colorado,US,5.0,0.0,0.0,0.0,39.01787888,-108.469799,8077.0,Mesa
16116,Kentucky,US,0.0,0.0,0.0,0.0,36.99459295,-85.63123699,21169.0,Metcalfe
16117,Indiana,US,1.0,0.0,0.0,0.0,40.76940965,-86.04525048,18103.0,Miami
16118,Kansas,US,0.0,0.0,0.0,0.0,38.56383358,-94.83832189,20121.0,Miami
16119,Ohio,US,17.0,0.0,0.0,0.0,40.0543329,-84.22871271,39109.0,Miami
16120,Florida,US,278.0,0.0,0.0,0.0,25.6112362,-80.55170587,12086.0,Miami-Dade
16121,Connecticut,US,8.0,0.0,0.0,0.0,41.45949668,-72.53714864,9007.0,Middlesex
16122,Massachusetts,US,232.0,1.0,0.0,0.0,42.48607732,-71.39049229,25017.0,Middlesex
16123,New Jersey,US,210.0,0.0,0.0,0.0,40.43629879,-74.41426991,34023.0,Middlesex
16124,Virginia,US,0.0,0.0,0.0,0.0,37.63191998,-76.55064617,51119.0,Middlesex
16125,Michigan,US,5.0,0.0,0.0,0.0,43.64330771,-84.38804374,26111.0,Midland
16126,Texas,US,1.0,0.0,0.0,0.0,31.86904128,-102.0315682,48329.0,Midland
16127,Pennsylvania,US,0.0,0.0,0.0,0.0,40.61116939,-77.61070738,42087.0,Mifflin
16128,Texas,US,2.0,0.0,0.0,0.0,30.78581830000001,-96.97718698,48331.0,Milam
16129,Utah,US,0.0,0.0,0.0,0.0,39.0729209,-113.1020328,49027.0,Millard
16130,Minnesota,US,0.0,0.0,0.0,0.0,45.93705297,-93.63236823,27095.0,Mille Lacs
16131,Arkansas,US,0.0,0.0,0.0,0.0,33.31403423,-93.89285258,5091.0,Miller
16132,Georgia,US,1.0,0.0,0.0,0.0,31.16568912,-84.73151117,13201.0,Miller
16133,Missouri,US,0.0,0.0,0.0,0.0,38.21450288,-92.42610898,29131.0,Miller
16134,Iowa,US,0.0,0.0,0.0,0.0,41.03299766,-95.61920963,19129.0,Mills
16135,Texas,US,0.0,0.0,0.0,0.0,31.49557106,-98.59272068,48333.0,Mills
16136,Wisconsin,US,204.0,3.0,0.0,0.0,43.00486062,-87.96733172,55079.0,Milwaukee
16137,South Dakota,US,0.0,0.0,0.0,0.0,44.02197882,-97.60992207,46097.0,Miner
16138,Colorado,US,0.0,0.0,0.0,0.0,37.66954283,-106.9281698,8079.0,Mineral
16139,Montana,US,0.0,0.0,0.0,0.0,47.15283992,-115.0015239,30061.0,Mineral
16140,Nevada,US,0.0,0.0,0.0,0.0,38.53841696,-118.4344506,32021.0,Mineral
16141,West Virginia,US,0.0,0.0,0.0,0.0,39.41561583,-78.94104895,54057.0,Mineral
16142,West Virginia,US,0.0,0.0,0.0,0.0,37.73048351,-82.13338365,54059.0,Mingo
16143,Idaho,US,0.0,0.0,0.0,0.0,42.85518524,-113.6357257,16067.0,Minidoka
16144,South Dakota,US,5.0,0.0,0.0,0.0,43.67441641,-96.7910885,46099.0,Minnehaha
16145,Michigan,US,0.0,0.0,0.0,0.0,44.33772443,-85.09256478,26113.0,Missaukee
16146,Arkansas,US,0.0,0.0,0.0,0.0,35.76271485,-90.05194370000002,5093.0,Mississippi
16147,Missouri,US,0.0,0.0,0.0,0.0,36.82516239,-89.29505753,29133.0,Mississippi
16148,Montana,US,3.0,0.0,0.0,0.0,47.03728583,-113.92135079999998,30063.0,Missoula
16149,Georgia,US,0.0,0.0,0.0,0.0,31.22483255,-84.19381821,13205.0,Mitchell
16150,Iowa,US,0.0,0.0,0.0,0.0,43.35638371,-92.78887719,19131.0,Mitchell
16151,Kansas,US,2.0,0.0,0.0,0.0,39.39331582,-98.20906732,20123.0,Mitchell
16152,North Carolina,US,0.0,0.0,0.0,0.0,36.01059309,-82.1582442,37121.0,Mitchell
16153,Texas,US,0.0,0.0,0.0,0.0,32.30623474,-100.9212058,48335.0,Mitchell
16154,Alabama,US,2.0,0.0,0.0,0.0,30.78472347,-88.20842409,1097.0,Mobile
16155,California,US,0.0,0.0,0.0,0.0,41.58965602,-120.7244817,6049.0,Modoc
16156,Colorado,US,0.0,0.0,0.0,0.0,40.61810999,-108.2070876,8081.0,Moffat
16157,Arizona,US,0.0,0.0,0.0,0.0,35.70471703,-113.7577902,4015.0,Mohave
16158,Missouri,US,1.0,0.0,0.0,0.0,38.63571781,-92.57976951,29135.0,Moniteau
16159,New Jersey,US,238.0,3.0,0.0,0.0,40.26549699,-74.22240686,34025.0,Monmouth
16160,California,US,1.0,0.0,0.0,0.0,37.93899289,-118.8872409,6051.0,Mono
16161,Iowa,US,0.0,0.0,0.0,0.0,42.05220391,-95.95743843,19133.0,Monona
16162,West Virginia,US,2.0,0.0,0.0,0.0,39.63218457,-80.04766838,54061.0,Monongalia
16163,Alabama,US,0.0,0.0,0.0,0.0,31.56729412,-87.36995001,1099.0,Monroe
16164,Arkansas,US,0.0,0.0,0.0,0.0,34.6815935,-91.20540287,5095.0,Monroe
16165,Florida,US,2.0,0.0,0.0,0.0,25.20904673,-81.07812416,12087.0,Monroe
16166,Georgia,US,1.0,0.0,0.0,0.0,33.014289,-83.92097166,13207.0,Monroe
16167,Illinois,US,1.0,0.0,0.0,0.0,38.27594376,-90.17761038,17133.0,Monroe
16168,Indiana,US,1.0,0.0,0.0,0.0,39.16130004,-86.52414358,18105.0,Monroe
16169,Iowa,US,0.0,0.0,0.0,0.0,41.02988815,-92.8690667,19135.0,Monroe
16170,Kentucky,US,0.0,0.0,0.0,0.0,36.71225341,-85.71596443,21171.0,Monroe
16171,Michigan,US,7.0,0.0,0.0,0.0,41.92734151,-83.53749864,26115.0,Monroe
16172,Mississippi,US,2.0,0.0,0.0,0.0,33.89236763,-88.4808438,28095.0,Monroe
16173,Missouri,US,0.0,0.0,0.0,0.0,39.49593978,-92.00043978,29137.0,Monroe
16174,New York,US,81.0,2.0,0.0,0.0,43.14638895,-77.69322942,36055.0,Monroe
16175,Ohio,US,0.0,0.0,0.0,0.0,39.72984936,-81.08464734,39111.0,Monroe
16176,Pennsylvania,US,43.0,1.0,0.0,0.0,41.05934058,-75.34031025,42089.0,Monroe
16177,Tennessee,US,2.0,0.0,0.0,0.0,35.44550387,-84.24902965,47123.0,Monroe
16178,West Virginia,US,0.0,0.0,0.0,0.0,37.56274716,-80.54577965,54063.0,Monroe
16179,Wisconsin,US,0.0,0.0,0.0,0.0,43.94641218,-90.618819,55081.0,Monroe
16180,Texas,US,0.0,0.0,0.0,0.0,33.67521893,-97.72500958,48337.0,Montague
16181,Michigan,US,1.0,0.0,0.0,0.0,43.31082541,-85.15252824,26117.0,Montcalm
16182,California,US,14.0,1.0,0.0,0.0,36.21862405,-121.2413397,6053.0,Monterey
16183,Colorado,US,0.0,0.0,0.0,0.0,37.33859579,-108.5958857,8083.0,Montezuma
16184,Alabama,US,4.0,0.0,0.0,0.0,32.2206831,-86.20969272,1101.0,Montgomery
16185,Arkansas,US,0.0,0.0,0.0,0.0,34.53704874,-93.65824478,5097.0,Montgomery
16186,Georgia,US,0.0,0.0,0.0,0.0,32.17201038,-82.53527476,13209.0,Montgomery
16187,Illinois,US,0.0,0.0,0.0,0.0,39.23198845,-89.47809254,17135.0,Montgomery
16188,Indiana,US,0.0,0.0,0.0,0.0,40.04034823,-86.89335024,18107.0,Montgomery
16189,Iowa,US,0.0,0.0,0.0,0.0,41.03018714,-95.15642896,19137.0,Montgomery
16190,Kansas,US,0.0,0.0,0.0,0.0,37.19236568,-95.74329258,20125.0,Montgomery
16191,Kentucky,US,2.0,0.0,0.0,0.0,38.03253032,-83.9145241,21173.0,Montgomery
16192,Maryland,US,94.0,1.0,0.0,0.0,39.13676329,-77.20358245,24031.0,Montgomery
16193,Mississippi,US,1.0,0.0,0.0,0.0,33.49419589,-89.61729103,28097.0,Montgomery
16194,Missouri,US,0.0,0.0,0.0,0.0,38.94022054,-91.47000721,29139.0,Montgomery
16195,New York,US,3.0,0.0,0.0,0.0,42.90123494,-74.44011632,36057.0,Montgomery
16196,North Carolina,US,1.0,0.0,0.0,0.0,35.33155144,-79.90416657,37123.0,Montgomery
16197,Ohio,US,7.0,0.0,0.0,0.0,39.75394919,-84.29050975,39113.0,Montgomery
16198,Pennsylvania,US,136.0,1.0,0.0,0.0,40.21053671,-75.36652296,42091.0,Montgomery
16199,Tennessee,US,3.0,0.0,0.0,0.0,36.49609412,-87.38550661,47125.0,Montgomery
16200,Texas,US,19.0,0.0,0.0,0.0,30.30079133,-95.50572772,48339.0,Montgomery
16201,Virginia,US,0.0,0.0,0.0,0.0,37.17746986,-80.37868691,51121.0,Montgomery
16202,Michigan,US,0.0,0.0,0.0,0.0,45.0275929,-84.12696227,26119.0,Montmorency
16203,Pennsylvania,US,1.0,0.0,0.0,0.0,41.03023987,-76.66345939,42093.0,Montour
16204,Colorado,US,1.0,0.0,0.0,0.0,38.40214114,-108.26390220000002,8085.0,Montrose
16205,South Dakota,US,0.0,0.0,0.0,0.0,44.02266214,-96.67081159,46101.0,Moody
16206,North Carolina,US,2.0,0.0,0.0,0.0,35.30885257,-79.48474178,37125.0,Moore
16207,Tennessee,US,0.0,0.0,0.0,0.0,35.27724699,-86.36230578,47127.0,Moore
16208,Texas,US,0.0,0.0,0.0,0.0,35.83769242,-101.8930281,48341.0,Moore
16209,New Mexico,US,0.0,0.0,0.0,0.0,36.01095101,-104.9497716,35033.0,Mora
16210,Louisiana,US,0.0,0.0,0.0,0.0,32.81686191,-91.80421614,22067.0,Morehouse
16211,Alabama,US,0.0,0.0,0.0,0.0,34.45500589,-86.85475946,1103.0,Morgan
16212,Colorado,US,2.0,0.0,0.0,0.0,40.26279810000001,-103.8093302,8087.0,Morgan
16213,Georgia,US,1.0,0.0,0.0,0.0,33.59232073,-83.49129491,13211.0,Morgan
16214,Illinois,US,0.0,0.0,0.0,0.0,39.71654544,-90.20255104,17137.0,Morgan
16215,Indiana,US,1.0,0.0,0.0,0.0,39.47899078,-86.44573375,18109.0,Morgan
16216,Kentucky,US,0.0,0.0,0.0,0.0,37.92465657,-83.25558245,21175.0,Morgan
16217,Missouri,US,0.0,0.0,0.0,0.0,38.4181765,-92.88791859,29141.0,Morgan
16218,Ohio,US,0.0,0.0,0.0,0.0,39.62081738,-81.85308173,39115.0,Morgan
16219,Tennessee,US,0.0,0.0,0.0,0.0,36.13248031,-84.64880098,47129.0,Morgan
16220,Utah,US,0.0,0.0,0.0,0.0,41.08830262,-111.5727723,49029.0,Morgan
16221,West Virginia,US,0.0,0.0,0.0,0.0,39.55439028,-78.26311676,54065.0,Morgan
16222,Nebraska,US,0.0,0.0,0.0,0.0,41.71711774,-103.0061405,31123.0,Morrill
16223,Kansas,US,2.0,0.0,0.0,0.0,38.68827511,-96.65128437,20127.0,Morris
16224,New Jersey,US,177.0,1.0,0.0,0.0,40.86095313,-74.54553709999998,34027.0,Morris
16225,Texas,US,0.0,0.0,0.0,0.0,33.11304005,-94.73255695,48343.0,Morris
16226,Minnesota,US,0.0,0.0,0.0,0.0,46.01265363,-94.27341528,27097.0,Morrison
16227,Ohio,US,0.0,0.0,0.0,0.0,40.52363560000001,-82.7892599,39117.0,Morrow
16228,Oregon,US,0.0,0.0,0.0,0.0,45.41846568,-119.584546,41049.0,Morrow
16229,Kansas,US,0.0,0.0,0.0,0.0,37.19141121,-101.79925190000002,20129.0,Morton
16230,North Dakota,US,7.0,0.0,0.0,0.0,46.71681782,-101.2822377,38059.0,Morton
16231,Texas,US,0.0,0.0,0.0,0.0,34.07408766,-100.779722,48345.0,Motley
16232,Illinois,US,0.0,0.0,0.0,0.0,39.64187451,-88.62099969,17139.0,Moultrie
16233,North Dakota,US,0.0,0.0,0.0,0.0,48.20197971,-102.3555315,38061.0,Mountrail
16234,Minnesota,US,6.0,0.0,0.0,0.0,43.67142874,-92.75234549,27099.0,Mower
16235,Kentucky,US,2.0,0.0,0.0,0.0,37.21425819,-87.14632053,21177.0,Muhlenberg
16236,Oregon,US,21.0,1.0,0.0,0.0,45.54747959,-122.4169351,41051.0,Multnomah
16237,Georgia,US,0.0,0.0,0.0,0.0,34.78897608,-84.74993177,13213.0,Murray
16238,Minnesota,US,0.0,0.0,0.0,0.0,44.02216709,-95.76328482,27101.0,Murray
16239,Oklahoma,US,0.0,0.0,0.0,0.0,34.48116015,-97.06826283,40099.0,Murray
16240,Iowa,US,3.0,0.0,0.0,0.0,41.48370744,-91.1121697,19139.0,Muscatine
16241,Georgia,US,2.0,0.0,0.0,0.0,32.50931999,-84.87142262,13215.0,Muscogee
16242,Michigan,US,1.0,0.0,0.0,0.0,43.29123859,-86.15176712,26121.0,Muskegon
16243,Ohio,US,0.0,0.0,0.0,0.0,39.96575964,-81.94363275,39119.0,Muskingum
16244,Oklahoma,US,1.0,0.0,0.0,0.0,35.61318461,-95.37802952,40101.0,Muskogee
16245,Montana,US,0.0,0.0,0.0,0.0,46.49684637,-108.39498,30065.0,Musselshell
16246,Texas,US,0.0,0.0,0.0,0.0,31.62017125,-94.61803994,48347.0,Nacogdoches
16247,Nebraska,US,0.0,0.0,0.0,0.0,41.39750195,-97.99327291,31125.0,Nance
16248,Massachusetts,US,0.0,0.0,0.0,0.0,41.2942019,-70.08774729,25019.0,Nantucket
16249,California,US,2.0,0.0,0.0,0.0,38.50735751,-122.332839,6055.0,Napa
16250,North Carolina,US,1.0,0.0,0.0,0.0,35.96575634,-77.98422508,37127.0,Nash
16251,Florida,US,1.0,0.0,0.0,0.0,30.61037141,-81.80297522,12089.0,Nassau
16252,New York,US,2442.0,4.0,0.0,0.0,40.74066522,-73.58941873,36059.0,Nassau
16253,Louisiana,US,2.0,0.0,0.0,0.0,31.72321584,-93.09816516,22069.0,Natchitoches
16254,Wyoming,US,1.0,0.0,0.0,0.0,42.96180148,-106.797885,56025.0,Natrona
16255,Arizona,US,25.0,0.0,0.0,0.0,35.3997715,-110.3218983,4017.0,Navajo
16256,Texas,US,0.0,0.0,0.0,0.0,32.04620681,-96.47428766,48349.0,Navarro
16257,Kentucky,US,1.0,0.0,0.0,0.0,37.80335779,-85.4657193,21179.0,Nelson
16258,North Dakota,US,0.0,0.0,0.0,0.0,47.9226426,-98.19038437,38063.0,Nelson
16259,Virginia,US,0.0,0.0,0.0,0.0,37.78790447,-78.88498513,51125.0,Nelson
16260,Kansas,US,0.0,0.0,0.0,0.0,39.78345387,-96.01392079,20131.0,Nemaha
16261,Nebraska,US,1.0,0.0,0.0,0.0,40.38514847,-95.85433992,31127.0,Nemaha
16262,Kansas,US,0.0,0.0,0.0,0.0,37.55862897,-95.30670046,20133.0,Neosho
16263,Mississippi,US,0.0,0.0,0.0,0.0,32.75339664,-89.11726492,28099.0,Neshoba
16264,Kansas,US,0.0,0.0,0.0,0.0,38.47974157,-99.91547333,20135.0,Ness
16265,Arkansas,US,0.0,0.0,0.0,0.0,33.66340119,-93.30632432,5099.0,Nevada
16266,California,US,2.0,0.0,0.0,0.0,39.30394768,-120.7627281,6057.0,Nevada
16267,Delaware,US,44.0,0.0,0.0,0.0,39.57992638,-75.64054974,10003.0,New Castle
16268,North Carolina,US,4.0,0.0,0.0,0.0,34.25758282,-77.87075626,37129.0,New Hanover
16269,Connecticut,US,41.0,0.0,0.0,0.0,41.4080325,-72.93620426,9009.0,New Haven
16270,Virginia,US,0.0,0.0,0.0,0.0,37.50694406,-76.99828634,51127.0,New Kent
16271,Connecticut,US,4.0,0.0,0.0,0.0,41.48896435,-72.10430976,9011.0,New London
16272,Missouri,US,0.0,0.0,0.0,0.0,36.59666326,-89.66070007,29143.0,New Madrid
16273,New York,US,12305.0,99.0,0.0,0.0,40.76727260000001,-73.97152637,36061.0,New York City
16274,Michigan,US,1.0,0.0,0.0,0.0,43.554374,-85.80070107,26123.0,Newaygo
16275,South Carolina,US,1.0,0.0,0.0,0.0,34.28629098,-81.59935761,45071.0,Newberry
16276,Rhode Island,US,9.0,0.0,0.0,0.0,41.5642026,-71.26569799,44005.0,Newport
16277,Virginia,US,2.0,1.0,0.0,0.0,37.08166899,-76.51754109,51700.0,Newport News
16278,Arkansas,US,0.0,0.0,0.0,0.0,35.91947491,-93.21612969,5101.0,Newton
16279,Georgia,US,4.0,0.0,0.0,0.0,33.55514538,-83.84547140000002,13217.0,Newton
16280,Indiana,US,0.0,0.0,0.0,0.0,40.95610449,-87.39635768,18111.0,Newton
16281,Mississippi,US,0.0,0.0,0.0,0.0,32.40021118,-89.11843336,28101.0,Newton
16282,Missouri,US,0.0,0.0,0.0,0.0,36.90519407,-94.3394104,29145.0,Newton
16283,Texas,US,0.0,0.0,0.0,0.0,30.78548982,-93.74408813,48351.0,Newton
16284,Idaho,US,0.0,0.0,0.0,0.0,46.32638236,-116.7500975,16069.0,Nez Perce
16285,New York,US,9.0,0.0,0.0,0.0,43.19898042,-78.74777412,36063.0,Niagara
16286,Kentucky,US,0.0,0.0,0.0,0.0,38.33342292,-84.01889177,21181.0,Nicholas
16287,West Virginia,US,0.0,0.0,0.0,0.0,38.29617706,-80.79759588,54067.0,Nicholas
16288,Minnesota,US,3.0,0.0,0.0,0.0,44.35291112,-94.24710352,27103.0,Nicollet
16289,Wyoming,US,0.0,0.0,0.0,0.0,43.05607708,-104.4758896,56027.0,Niobrara
16290,Indiana,US,1.0,0.0,0.0,0.0,41.39672484,-85.41966713,18113.0,Noble
16291,Ohio,US,0.0,0.0,0.0,0.0,39.76818851,-81.45937183,39121.0,Noble
16292,Oklahoma,US,1.0,0.0,0.0,0.0,36.38953329,-97.22928674,40103.0,Noble
16293,Minnesota,US,0.0,0.0,0.0,0.0,43.67434621,-95.75329576,27105.0,Nobles
16294,Missouri,US,0.0,0.0,0.0,0.0,40.36079813,-94.88133008,29147.0,Nodaway
16295,Texas,US,0.0,0.0,0.0,0.0,32.30365282,-100.4060208,48353.0,Nolan
16296,Alaska,US,0.0,0.0,0.0,0.0,64.90320724,-164.0353804,2180.0,Nome
16297,Massachusetts,US,82.0,0.0,0.0,0.0,42.16073095,-71.20530408,25021.0,Norfolk
16298,Virginia,US,5.0,0.0,0.0,0.0,36.89934014,-76.26420872,51710.0,Norfolk
16299,Minnesota,US,0.0,0.0,0.0,0.0,47.32628443,-96.45620947,27107.0,Norman
16300,Alaska,US,0.0,0.0,0.0,0.0,69.31479216,-153.4836093,2185.0,North Slope
16301,North Carolina,US,1.0,0.0,0.0,0.0,36.41736238,-77.39769443,37131.0,Northampton
16302,Pennsylvania,US,23.0,2.0,0.0,0.0,40.75182733,-75.30471829,42095.0,Northampton
16303,Virginia,US,0.0,0.0,0.0,0.0,37.34062933,-75.87751591,51131.0,Northampton
16304,Pennsylvania,US,0.0,0.0,0.0,0.0,40.84785433,-76.70798222,42097.0,Northumberland
16305,Virginia,US,0.0,0.0,0.0,0.0,37.89202088,-76.41949732,51133.0,Northumberland
16306,Alaska,US,0.0,0.0,0.0,0.0,67.04919196,-159.7503946,2188.0,Northwest Arctic
16307,Kansas,US,0.0,0.0,0.0,0.0,39.78443827,-99.90286639,20137.0,Norton
16308,Virginia,US,0.0,0.0,0.0,0.0,36.93357076,-82.62750411,51720.0,Norton
16309,Virginia,US,0.0,0.0,0.0,0.0,37.1435975,-78.05065922,51135.0,Nottoway
16310,Oklahoma,US,0.0,0.0,0.0,0.0,36.79843529,-95.61902331,40105.0,Nowata
16311,Mississippi,US,0.0,0.0,0.0,0.0,33.11009499,-88.56949061,28103.0,Noxubee
16312,Nebraska,US,0.0,0.0,0.0,0.0,40.17637905,-98.04743961,31129.0,Nuckolls
16313,Texas,US,1.0,0.0,0.0,0.0,27.736286,-97.5433285,48355.0,Nueces
16314,Nevada,US,0.0,0.0,0.0,0.0,38.04264256,-116.4722702,32023.0,Nye
16315,Iowa,US,0.0,0.0,0.0,0.0,43.08310673,-95.62474482,19141.0,O'Brien
16316,Michigan,US,329.0,4.0,0.0,0.0,42.66090111,-83.38595416,26125.0,Oakland
16317,Tennessee,US,0.0,0.0,0.0,0.0,36.35732446,-89.14921589,47131.0,Obion
16318,New Jersey,US,144.0,1.0,0.0,0.0,39.8895449,-74.28089251,34029.0,Ocean
16319,Michigan,US,0.0,0.0,0.0,0.0,43.64124435,-86.26726673,26127.0,Oceana
16320,Texas,US,0.0,0.0,0.0,0.0,36.27829105,-100.8158184,48357.0,Ochiltree
16321,Georgia,US,3.0,0.0,0.0,0.0,33.83749973,-83.43679568,13219.0,Oconee
16322,South Carolina,US,2.0,0.0,0.0,0.0,34.75225169,-83.06742317,45073.0,Oconee
16323,Wisconsin,US,0.0,0.0,0.0,0.0,45.02715345,-88.26807503,55083.0,Oconto
16324,Michigan,US,0.0,0.0,0.0,0.0,44.33481032,-84.12725175,26129.0,Ogemaw
16325,South Dakota,US,0.0,0.0,0.0,0.0,43.33749164,-102.5555498,46102.0,Oglala Lakota
16326,Illinois,US,0.0,0.0,0.0,0.0,42.04165196,-89.32184679,17141.0,Ogle
16327,Georgia,US,0.0,0.0,0.0,0.0,33.878629600000004,-83.08278123,13221.0,Oglethorpe
16328,Indiana,US,0.0,0.0,0.0,0.0,38.955305,-84.96515993,18115.0,Ohio
16329,Kentucky,US,0.0,0.0,0.0,0.0,37.47751843,-86.85368087,21183.0,Ohio
16330,West Virginia,US,0.0,0.0,0.0,0.0,40.0955451,-80.62203992,54069.0,Ohio
16331,Florida,US,14.0,0.0,0.0,0.0,30.69143028,-86.59267105,12091.0,Okaloosa
16332,Washington,US,0.0,0.0,0.0,0.0,48.54855019,-119.7387224,53047.0,Okanogan
16333,Florida,US,0.0,0.0,0.0,0.0,27.386336199999995,-80.88944347,12093.0,Okeechobee
16334,Oklahoma,US,0.0,0.0,0.0,0.0,35.46485198,-96.32639984,40107.0,Okfuskee
16335,Oklahoma,US,29.0,0.0,0.0,0.0,35.55140095,-97.40716948,40109.0,Oklahoma
16336,Oklahoma,US,0.0,0.0,0.0,0.0,35.64661916,-95.96432828,40111.0,Okmulgee
16337,Mississippi,US,5.0,0.0,0.0,0.0,33.42491685,-88.87905132,28105.0,Oktibbeha
16338,Kentucky,US,1.0,0.0,0.0,0.0,38.39791089,-85.448222,21185.0,Oldham
16339,Texas,US,1.0,0.0,0.0,0.0,35.40425596,-102.6027606,48359.0,Oldham
16340,North Dakota,US,0.0,0.0,0.0,0.0,47.11530482,-101.3406158,38065.0,Oliver
16341,Minnesota,US,16.0,0.0,0.0,0.0,44.00374114,-92.40209944,27109.0,Olmsted
16342,Idaho,US,0.0,0.0,0.0,0.0,42.19494279999999,-112.5407838,16071.0,Oneida
16343,New York,US,5.0,0.0,0.0,0.0,43.24375382,-75.43710392,36065.0,Oneida
16344,Wisconsin,US,0.0,0.0,0.0,0.0,45.70677897,-89.51944105,55085.0,Oneida
16345,New York,US,53.0,0.0,0.0,0.0,43.00491923,-76.19971155,36067.0,Onondaga
16346,North Carolina,US,3.0,0.0,0.0,0.0,34.72607366,-77.42908179,37133.0,Onslow
16347,New York,US,4.0,0.0,0.0,0.0,42.85145728,-77.30874425,36069.0,Ontario
16348,Michigan,US,0.0,0.0,0.0,0.0,46.665226200000006,-89.31390481,26131.0,Ontonagon
16349,California,US,125.0,0.0,0.0,0.0,33.70147516,-117.76459979999998,6059.0,Orange
16350,Florida,US,48.0,2.0,0.0,0.0,28.51367621,-81.31799498,12095.0,Orange
16351,Indiana,US,0.0,0.0,0.0,0.0,38.54118920000001,-86.49523093,18117.0,Orange
16352,New York,US,389.0,0.0,0.0,0.0,41.40337468,-74.30240757,36071.0,Orange
16353,North Carolina,US,6.0,0.0,0.0,0.0,36.06092947,-79.12167935,37135.0,Orange
16354,Texas,US,1.0,0.0,0.0,0.0,30.11879481,-93.89412775,48361.0,Orange
16355,Vermont,US,3.0,0.0,0.0,0.0,44.00470222,-72.37640104,50017.0,Orange
16356,Virginia,US,0.0,0.0,0.0,0.0,38.24530219,-78.01560400000002,51137.0,Orange
16357,South Carolina,US,8.0,0.0,0.0,0.0,33.4391073,-80.79886287,45075.0,Orangeburg
16358,Missouri,US,0.0,0.0,0.0,0.0,36.68710164,-91.4033755,29149.0,Oregon
16359,Louisiana,US,567.0,20.0,0.0,0.0,30.06971951,-89.92660315,22071.0,Orleans
16360,New York,US,0.0,0.0,0.0,0.0,43.2516977,-78.2320066,36073.0,Orleans
16361,Vermont,US,2.0,0.0,0.0,0.0,44.82964024,-72.24562697,50019.0,Orleans
16362,Kansas,US,0.0,0.0,0.0,0.0,38.65235984,-95.72707998,20139.0,Osage
16363,Missouri,US,0.0,0.0,0.0,0.0,38.46036182,-91.8613635,29151.0,Osage
16364,Oklahoma,US,0.0,0.0,0.0,0.0,36.62888819,-96.39635704,40113.0,Osage
16365,Kansas,US,0.0,0.0,0.0,0.0,39.3503437,-98.76753828,20141.0,Osborne
16366,Florida,US,25.0,0.0,0.0,0.0,28.06312234,-81.14882926,12097.0,Osceola
16367,Iowa,US,0.0,0.0,0.0,0.0,43.37824276,-95.62422844,19143.0,Osceola
16368,Michigan,US,0.0,0.0,0.0,0.0,43.98992088,-85.32566756,26133.0,Osceola
16369,Michigan,US,0.0,0.0,0.0,0.0,44.68192279,-84.12939244,26135.0,Oscoda
16370,New York,US,2.0,0.0,0.0,0.0,43.42778894,-76.14635194,36075.0,Oswego
16371,Colorado,US,0.0,0.0,0.0,0.0,37.9014485,-103.7173385,8089.0,Otero
16372,New Mexico,US,0.0,0.0,0.0,0.0,32.61348406,-105.7417604,35035.0,Otero
16373,Nebraska,US,0.0,0.0,0.0,0.0,40.64843556,-96.13374142,31131.0,Otoe
16374,Michigan,US,3.0,0.0,0.0,0.0,45.02085831,-84.59898295,26137.0,Otsego
16375,New York,US,1.0,0.0,0.0,0.0,42.63492579,-75.03151402,36077.0,Otsego
16376,Kansas,US,0.0,0.0,0.0,0.0,39.13237408,-97.65020313,20143.0,Ottawa
16377,Michigan,US,11.0,0.0,0.0,0.0,42.95996803,-85.9969107,26139.0,Ottawa
16378,Ohio,US,0.0,0.0,0.0,0.0,41.53781826,-83.0940185,39123.0,Ottawa
16379,Oklahoma,US,0.0,0.0,0.0,0.0,36.83532655,-94.81011909,40115.0,Ottawa
16380,Minnesota,US,0.0,0.0,0.0,0.0,46.40846929,-95.70835255,27111.0,Otter Tail
16381,Arkansas,US,0.0,0.0,0.0,0.0,33.58839816,-92.87795984,5103.0,Ouachita
16382,Louisiana,US,9.0,1.0,0.0,0.0,32.47645559,-92.15704172,22073.0,Ouachita
16383,Colorado,US,0.0,0.0,0.0,0.0,38.14717457,-107.7675136,8091.0,Ouray
16384,Michigan,US,4.0,0.0,0.0,0.0,0.0,0.0,,Out of MI
16385,Tennessee,US,89.0,0.0,0.0,0.0,0.0,0.0,,Out of TN
16386,Utah,US,13.0,0.0,0.0,0.0,0.0,0.0,,Out of UT
